,url_original,url,Adversarial_Attack,Family_Name,DGA_Attack,DGA_Attack_Binary,MaskDGA_Iteration,sub_model_benign_prob,substitute_model
2127,gri01lgv5ha8wfg6up5leba.ddns.net,gr801s3vcpaguf66up5lsdq.ddns.net,Random_No model,dnschanger,Random_No model,1,0,0.1122902,No model
2128,gnhtuuonkkqdrqhxm.net,on6tpuovkl7dxph5l.net,Random_No model,,Random_No model,1,0,0.2532945,No model
2129,aceeoreataac.ddns.net,0c08lr3jtmac.ddns.net,Random_No model,,Random_No model,1,0,0.41514757,No model
2130,ppaisccsitxeas.ddns.net,ppaisccelxk9as.ddns.net,Random_No model,,Random_No model,1,0,0.59251416,No model
2131,mgm4ik6s6smg.org,5km0ik6m65qg.org,Random_No model,,Random_No model,1,0,0.25780296,No model
2132,zebxxgo.info,oqxxxgk.info,Random_No model,,Random_No model,1,0,0.48515397,No model
2133,1yhwd9fnlvxjgiw5jyk6svcyk.net,zyh-51fnlva7gj0bjyo1svcyc.net,Random_No model,,Random_No model,1,0,0.22624137,No model
2134,bkknlklleadeflko.com,qkfjlkledtuerlvo.com,Random_No model,,Random_No model,1,0,0.3113866,No model
2135,ubobcxudqxk6wpu2g4anoli.ddns.net,58oifludj5xdvpujgna12ji.ddns.net,Random_No model,,Random_No model,1,0,0.06539422,No model
2136,dmnxsibzxtwxwgqtzdamovscpvp.com,m8n-mic1zt7zzeqpzdsmovs5pvp.com,Random_No model,,Random_No model,1,0,0.13872102,No model
2137,82caoa4ys2wa.top,f6va0aysz2da.top,Random_No model,,Random_No model,1,0,0.4059985,No model
2138,kuoikmsega4e.org,khfi12sbka4-.org,Random_No model,,Random_No model,1,0,0.8761237,No model
2139,wacmeygnkm.com,wacnetgncj.com,Random_No model,,Random_No model,1,0,0.56653005,No model
2140,puzexaqodidenesy.com,bzyeuangjxs1tgs2.com,Random_No model,,Random_No model,1,0,0.16547632,No model
2141,bxfuybiysbyaqowpr.com,x1b6yoi9sbyymowpr.com,Random_No model,,Random_No model,1,0,0.5430935,No model
2142,vfqcleasdfoajbeoeijsljneqe.com,vf6zlibs6l-1job-etollj0eqe.com,Random_No model,,Random_No model,1,0,0.9992041,No model
2143,gsicrssllbiz.net,gsicrscllbi5.net,Random_No model,,Random_No model,1,0,0.68018717,No model
2144,bcabepcems.ddns.net,b278ekcfms.ddns.net,Random_No model,symmi,Random_No model,1,0,0.79338735,No model
2145,mh52ehw6ohkbyhup3lgpsdo.ddns.net,wh54e7w9oh-byhuprlglsdo.ddns.net,Random_No model,,Random_No model,1,0,0.9608974,No model
2146,pr0o59y0l43q589rnzbgc4q0.net,m40j89y0b1330m9rub6m2tdh.net,Random_No model,,Random_No model,1,0,0.6510544,No model
2147,m2q8s01pa0idmtw.ddns.net,m2q85a1pt0idm1w.ddns.net,Random_No model,ranbyus,Random_No model,1,0,0.27872905,No model
2148,nolegotizbltjeahoc.net,zrk2goti8xl7geaapc.net,Random_No model,,Random_No model,1,0,0.18040921,No model
2149,mejczwcj.name,4ef8zwhj.name,Random_No model,ramdo,Random_No model,1,0,0.59252876,No model
2150,afnmldadbdmldcba.com,asnmld7dbdxldcba.com,Random_No model,,Random_No model,1,0,0.26012382,No model
2151,cjhsjpbcs.net,cv85j7bc5.net,Random_No model,,Random_No model,1,0,0.51546276,No model
2152,mdoocdnoffnmdefc.co.uk,v5lou0n8fffmdefx.co.uk,Random_No model,,Random_No model,1,0,0.1355499,No model
2153,crmbytsbkvadstk.ddns.net,cr6uet2rq7a7smk.ddns.net,Random_No model,,Random_No model,1,0,0.400961,No model
2154,fgkbywlumeyq.com,fgkbmvbumeyq.com,Random_No model,,Random_No model,1,0,0.22704598,No model
2155,bbdoacbooddfllad.eu,kbdk-yvmfhdfglaa.eu,Random_No model,,Random_No model,1,0,0.92019916,No model
2156,wytcdpljzi.info,gy3cd4lj9i.info,Random_No model,,Random_No model,1,0,0.75511664,No model
2157,pumixaqivupe.com,-uz7xaqivuie.com,Random_No model,,Random_No model,1,0,0.9751711,No model
2158,nvheovkovi.biz,nvhe-kk4v1.biz,Random_No model,necurs,Random_No model,1,0,0.9886541,No model
2159,egtgyrvs.eu,vgxzorus.eu,Random_No model,,Random_No model,1,0,0.80256194,No model
2160,cecsxssapacmpocc.ddns.net,kecix8sap6gmboqk.ddns.net,Random_No model,,Random_No model,1,0,0.19502847,No model
2161,emgsaaouqowiueua.org,lmv8aabuiobp3e3a.org,Random_No model,qadars,Random_No model,1,0,0.7733427,No model
2162,ufsewzrywg.com,uzsv8zry4g.com,Random_No model,,Random_No model,1,0,0.2147589,No model
2163,nxhvxebsbq.com,nk2g4eu7bq.com,Random_No model,,Random_No model,1,0,0.35017553,No model
2164,oxodeuwgi.com,oh5druwff.com,Random_No model,,Random_No model,1,0,0.48691598,No model
2165,utmuoafidh.com,utk0rafijc.com,Random_No model,,Random_No model,1,0,0.49319512,No model
2166,lygegirurucyjupu.com,lygegiburucy3u1u.com,Random_No model,,Random_No model,1,0,0.6899511,No model
2167,byayqpijjyuyay.com,wya1qpywjyuyay.com,Random_No model,,Random_No model,1,0,0.14563186,No model
2168,atbrpetstc.ddns.net,atlrpetsvc.ddns.net,Random_No model,,Random_No model,1,0,0.5511989,No model
2169,methygxxywemdc.mx,5atjy2jxywemdc.mx,Random_No model,,Random_No model,1,0,0.18359329,No model
2170,uyxdvohipxmo.xyz,r7q3vohwpcfa.xyz,Random_No model,,Random_No model,1,0,0.0919163,No model
2171,ricccorxxte.ddns.net,netcci7xxtm.ddns.net,Random_No model,,Random_No model,1,0,0.5506849,No model
2172,ymnegnuzdbfezuirwcka.com,lmntbntvs1fezsirwcba.com,Random_No model,,Random_No model,1,0,0.15191111,No model
2173,ocoekkomffmlafko.com,qc-efx3nadmlnxk4.com,Random_No model,,Random_No model,1,0,0.64290965,No model
2174,pujituguvyfa.com,j5goojq2bufa.com,Random_No model,,Random_No model,1,0,0.17802335,No model
2175,oweftylzaw.com,4wgfoqgcxw.com,Random_No model,,Random_No model,1,0,0.21694387,No model
2176,wwkeyessiuyscqac.org,pwk2ytwsiuysdeai.org,Random_No model,ranbyus,Random_No model,1,0,0.19472615,No model
2177,wplcnaqn.in,wjlcua4k.in,Random_No model,,Random_No model,1,0,0.68962216,No model
2178,gvtclpir.net,gvtcep4r.net,Random_No model,,Random_No model,1,0,0.69276065,No model
2179,gnehnvfzza.com,gfennkrzza.com,Random_No model,,Random_No model,1,0,0.4914049,No model
2180,tnodhv59eunh1so1yz3ispu02.net,sndxdv59puxh1so1yzci2y962.net,Random_No model,,Random_No model,1,0,0.80880237,No model
2181,klolg6mv1r5fyto.ddns.net,ptmlg6md0s5qmta.ddns.net,Random_No model,,Random_No model,1,0,0.10694306,No model
2182,hkxmezseajftuauxr.net,hxxmezs92uttuauxi.net,Random_No model,,Random_No model,1,0,0.6864081,No model
2183,zowygyecdasfagyea.com,zo5zgiecdasdag1ea.com,Random_No model,,Random_No model,1,0,0.69769734,No model
2184,poadddfgfkq.com,fhemuffyfkq.com,Random_No model,,Random_No model,1,0,0.47093338,No model
2185,aagiqugessawgaeu.org,fagiquedxsajgaqp.org,Random_No model,,Random_No model,1,0,0.20362811,No model
2186,pointgrain.net,pxiny1rean.net,Random_No model,,Random_No model,1,0,0.8003012,No model
2187,gipofxpqoaguzdgsj.com,vizo2xpqoaguqdos7.com,Random_No model,,Random_No model,1,0,0.15166162,No model
2188,btmadseseoaeopts.ddns.net,atmadwb6eoaem7ts.ddns.net,Random_No model,,Random_No model,1,0,0.49777967,No model
2189,ffmbmaldkkmdodcn.com,1rmtxplo6gmdov9j.com,Random_No model,,Random_No model,1,0,0.29535782,No model
2190,doolmfadnmfbcaeb.de,6xwlmtadnmfb3iez.de,Random_No model,,Random_No model,1,0,0.21321541,No model
2191,rdgwdvracmmp.net,ydepxrrxjypp.net,Random_No model,pykspa,Random_No model,1,0,0.2291882,No model
2192,hcnvsfxdrhnbmxnks.net,htn4sf-7ix4smxnkg.net,Random_No model,,Random_No model,1,0,0.9838765,No model
2193,tillshot.net,cillahmt.net,Random_No model,,Random_No model,1,0,0.90406513,No model
2194,yk6oq4u8awmw.top,yk6yr4ujfwmh.top,Random_No model,,Random_No model,1,0,0.14721176,No model
2195,1o8xuql1dpmzh22tu8qu1tn5f2y.biz,1o-juqkddxmza42tu8q21t9vf8x.biz,Random_No model,,Random_No model,1,0,0.105708234,No model
2196,tjqhfnxtvnlqiddvh.in,aj8h83xtvnl028dut.in,Random_No model,pykspa,Random_No model,1,0,0.12964125,No model
2197,acitorpotod.ddns.net,l3itorfm7o7.ddns.net,Random_No model,,Random_No model,1,0,0.9021064,No model
2198,lysemajoridejefo.com,dmsemdj8ildesq0o.com,Random_No model,,Random_No model,1,0,0.15147959,No model
2199,lyrigydolygi.com,njr-1q10jogi.com,Random_No model,,Random_No model,1,0,0.976649,No model
2200,planthorse.net,glqmq8o1sm.net,Random_No model,,Random_No model,1,0,0.17409423,No model
2201,epktspotixelq.com,s18oupotix3mq.com,Random_No model,,Random_No model,1,0,0.5310734,No model
2202,cqbmvgzchu.com,2fn96ezchu.com,Random_No model,,Random_No model,1,0,0.86713135,No model
2203,gatiduzepiwu.com,7str1-ze708u.com,Random_No model,,Random_No model,1,0,0.99852777,No model
2204,rukusv.info,ku3urp.info,Random_No model,,Random_No model,1,0,0.93303955,No model
2205,ceeaqkeeskccssym.org,27baqhbejknnsfys.org,Random_No model,,Random_No model,1,0,0.10812355,No model
2206,lrstnsome.net,lbsjppomg.net,Random_No model,,Random_No model,1,0,0.499908,No model
2207,pujidiqavyte.com,p1jidir3v2te.com,Random_No model,ramdo,Random_No model,1,0,0.46300817,No model
2208,nonetold.net,nobutild.net,Random_No model,,Random_No model,1,0,0.90072757,No model
2209,gawaleasdfoajbeoeijsljneqe.com,g0si-easdfoa8beoedj2lv6ecv.com,Random_No model,,Random_No model,1,0,0.29688102,No model
2210,emnjjrskfzxxdigaljintcxvibsg.ru,1mnjjjskfzbx4t4zisintcxvrbjg.ru,Random_No model,,Random_No model,1,0,0.0893221,No model
2211,twiyaufn.org,swhgaj4b.org,Random_No model,,Random_No model,1,0,0.66762626,No model
2212,gjrxrwnin.com,gjj4r6nef.com,Random_No model,,Random_No model,1,0,0.38419285,No model
2213,0e4mkak6kecy.net,cjpmkar5zecy.net,Random_No model,,Random_No model,1,0,0.28763908,No model
2214,g6gxaridgv1d1vstc07rq8i.ddns.net,gyjtalucggwr1f9tkwvgq89.ddns.net,Random_No model,,Random_No model,1,0,0.1206779,No model
2215,ooaurityhifiteamscengo.com,fec7ymtyhisigeamyaengv.com,Random_No model,,Random_No model,1,0,0.5114966,No model
2216,vowezofajibodoby.com,unorz7p-3i0kdoby.com,Random_No model,,Random_No model,1,0,0.99797446,No model
2217,uugymfx.com,u9gmz8o.com,Random_No model,,Random_No model,1,0,0.79371,No model
2218,pargzywkd.com,pkrg3bwug.com,Random_No model,,Random_No model,1,0,0.5339154,No model
2219,grtdtvaxvxt.info,9ltd0t-uvxt.info,Random_No model,,Random_No model,1,0,0.9894823,No model
2220,cikemoomiywscuco.org,6hkom2o7zkbscymo.org,Random_No model,,Random_No model,1,0,0.37839437,No model
2221,jfvpvjkcfrri.club,jfvp4z2c94rd.club,Random_No model,,Random_No model,1,0,0.35244733,No model
2222,esakus6sqcm8.net,fz4yulds3coy.net,Random_No model,,Random_No model,1,0,0.5561716,No model
2223,1q03bdz1qsy9vrxg29izkak8aj.org,1q03bd18qsj9jpxe29ikmgk8ij.org,Random_No model,,Random_No model,1,0,0.12779798,No model
2224,wm8ekucq868y.net,wmr7l-axx68y.net,Random_No model,,Random_No model,1,0,0.95960087,No model
2225,fikvox.net,fikvf-.net,Random_No model,,Random_No model,1,0,0.90168566,No model
2226,lygenirorudyjexy.com,xyg0nzrgrods-exy.com,Random_No model,,Random_No model,1,0,0.9836897,No model
2227,tgtkgcoscsk.info,t6-0gdosco0.info,Random_No model,,Random_No model,1,0,0.9982212,No model
2228,aanmffobebenebff.com,polmflobeuqkebul.com,Random_No model,,Random_No model,1,0,0.48168358,No model
2229,enemyleft.net,onemyeemt.net,Random_No model,,Random_No model,1,0,0.83020395,No model
2230,vldienrfsi.com,vliqe0r5zg.com,Random_No model,,Random_No model,1,0,0.24616905,No model
2231,1cb57crjv2cvg1je54j91gzlojq.biz,1cgcmcgjv7qygpo-5tjk1gzlozp.biz,Random_No model,,Random_No model,1,0,0.90694654,No model
2232,omccleasdfoajbeoeijsljneqe.com,xycxlhasduo9rieoeijjlj2eze.com,Random_No model,,Random_No model,1,0,0.11888841,No model
2233,verygives.net,r9rygives.net,Random_No model,pykspa,Random_No model,1,0,0.9058693,No model
2234,gfchgvgxepqj.com,0f3hzvg4spqq.com,Random_No model,,Random_No model,1,0,0.14823645,No model
2235,tumhjinwptdi.net,hcmnj1f1et2i.net,Random_No model,,Random_No model,1,0,0.36766553,No model
2236,lorfvv.info,l4hfvv.info,Random_No model,,Random_No model,1,0,0.6763136,No model
2237,sjepqulqbxf.name,1jppyulqbuf.name,Random_No model,,Random_No model,1,0,0.22209671,No model
2238,1bokwbxoq60k15qla2t1wrpx7a.com,9bokw3xow6d1157lr2218luxia.com,Random_No model,,Random_No model,1,0,0.48581824,No model
2239,vlnevdlgffkvsirpg.cc,blvy6dlgfpk00ioxg.cc,Random_No model,,Random_No model,1,0,0.086619325,No model
2240,wvuwifihqqu.info,hjqqihihwpu.info,Random_No model,fobber,Random_No model,1,0,0.14138581,No model
2241,rhidjxnsqqpffhumm.su,ml2fj7psqszwfhxmm.su,Random_No model,,Random_No model,1,0,0.07083098,No model
2242,hdshmoqfsx.com,amg2mcq3sx.com,Random_No model,,Random_No model,1,0,0.3679059,No model
2243,mda2ip1hch761nab141.ddns.net,mda2ixbhtu76bnaszem.ddns.net,Random_No model,,Random_No model,1,0,0.45569843,No model
2244,1nc60x115uvigx167n9pxo5vmqr.org,1nc95x1p2-2i9x167n9pho5vtkr.org,Random_No model,,Random_No model,1,0,0.8411933,No model
2245,foreignapple.net,f1rljsnat9ne.net,Random_No model,,Random_No model,1,0,0.7213109,No model
2246,ekbbonfbadokookb.de,ekjbonfba9oko4kb.de,Random_No model,,Random_No model,1,0,0.72359014,No model
2247,mucbnxnedn.com,muco4ysepn.com,Random_No model,,Random_No model,1,0,0.7231337,No model
2248,nolvuhwnbyptdjrov.com,no6vu2w8b31tdvrov.com,Random_No model,murofet,Random_No model,1,0,0.18832716,No model
2249,qrilufmxcp58alchwjm.ddns.net,qailbemxcposaly5bj0.ddns.net,Random_No model,,Random_No model,1,0,0.13771921,No model
2250,amrdbufi.net,umghner2.net,Random_No model,,Random_No model,1,0,0.85064864,No model
2251,ughqkyxmjwoivxqkyrkwsjnqcqqw.biz,n2ld-yxejpfio67kyrkwyjx2t07w.biz,Random_No model,,Random_No model,1,0,0.09327184,No model
2252,pgzuugmil.com,9qsrucpik.com,Random_No model,,Random_No model,1,0,0.8081943,No model
2253,qhcrcn1lylejqpc.ddns.net,nhcq8nplylx51m8.ddns.net,Random_No model,,Random_No model,1,0,0.11206648,No model
2254,iqseeusyuesyqsuy.org,iage3uxyhesgfuyg.org,Random_No model,,Random_No model,1,0,0.2957893,No model
2255,bbiiiqwkvuz.net,bb1iiawkz1h.net,Random_No model,,Random_No model,1,0,0.45363504,No model
2256,bhlgpioo.eu,wolgkioo.eu,Random_No model,,Random_No model,1,0,0.75546473,No model
2257,epidpbhzzov.net,epi3plhoz1w.net,Random_No model,,Random_No model,1,0,0.78260773,No model
2258,yhamskxugswbexweyrhvgmfgakb.com,dhxmdkxuis0y5xweydrvhmno6yr.com,Random_No model,,Random_No model,1,0,0.034470454,No model
2259,1eklc711eb62lbzmjjbj1an7ir0.com,1zklc711ebmrl3g4djh-1an1il0.com,Random_No model,,Random_No model,1,0,0.9879909,No model
2260,vjubleasdfoajbeoeijsljneqe.com,7j92leaydo89j0zoeyjsla2eqn.com,Random_No model,,Random_No model,1,0,0.07973517,No model
2261,73miattjrqkdnl32gx1ydfmrs.net,w3m0cxm4r9k5nllpjl13mfu4s.net,Random_No model,,Random_No model,1,0,0.3424873,No model
2262,zzndjuzavrupqjvzfcjbcsrey.org,zunduuz8vrbp4jvzfcr811wey.org,Random_No model,proslikefan,Random_No model,1,0,0.041846093,No model
2263,nosepress.net,3o0ear4zs.net,Random_No model,,Random_No model,1,0,0.9029686,No model
2264,tmnjheleltdn.ru,tmo1hqlyutsn.ru,Random_No model,,Random_No model,1,0,0.3615279,No model
2265,eqqlrrfyhgjc.com,e9swrrfhhclc.com,Random_No model,,Random_No model,1,0,0.36319673,No model
2266,7bavcfgl70c8k6k.ddns.net,7bavgrg87k5-k5r.ddns.net,Random_No model,,Random_No model,1,0,0.9914921,No model
2267,ottwggdpongx.net,12f2gcgd9nfx.net,Random_No model,,Random_No model,1,0,0.47073084,No model
2268,jrlpsxbqeldclfisvl.im,jrdpwxlq54qslyajwq.im,Random_No model,,Random_No model,1,0,0.040930633,No model
2269,disdmihougapcffc.com,d4sljjhzuiapcff4.com,Random_No model,qakbot,Random_No model,1,0,0.18405111,No model
2270,eertetccabt.ddns.net,8lr5elpcabt.ddns.net,Random_No model,,Random_No model,1,0,0.75652796,No model
2271,dvcsardbentherocknphi.com,pjxsarzb7n9heqojkxshp.com,Random_No model,,Random_No model,1,0,0.13651314,No model
2272,khbepcawbqvitgnjc.in,kv2epcavbqlitgkjc.in,Random_No model,,Random_No model,1,0,0.08440085,No model
2273,aiawleasdfoajbeoeijsljneqe.com,a-7wu7zocfoljpea25j6yjpeqb.com,Random_No model,,Random_No model,1,0,0.17840263,No model
2274,freshspent.net,byj1dsymnt.net,Random_No model,,Random_No model,1,0,0.47781575,No model
2275,kuooqkwcueoocqiy.org,kt6wdkrcuuo7cqij.org,Random_No model,,Random_No model,1,0,0.08201861,No model
2276,kftxjtfp.com,t5fw3tfp.com,Random_No model,qadars,Random_No model,1,0,0.6321556,No model
2277,pokpwhamdhplyx.co,6odf2hamd-tl3x.co,Random_No model,,Random_No model,1,0,0.995738,No model
2278,gqsiouscmawougys.org,hkpicsqcmawoixw8.org,Random_No model,,Random_No model,1,0,0.18076251,No model
2279,is6cmka0i4ig.top,px6cmk2q54ig.top,Random_No model,,Random_No model,1,0,0.10245584,No model
2280,6w6kuoqcqkuw.net,lw6juofcqc0x.net,Random_No model,,Random_No model,1,0,0.07968261,No model
2281,uoqsioqgyc2k.top,6e4ciiqgyx2x.top,Random_No model,,Random_No model,1,0,0.23407836,No model
2282,fkysdszgxrsolxivd.net,ikqsd3gj6rselyi9d.net,Random_No model,ranbyus,Random_No model,1,0,0.41827637,No model
2283,dbixgmjaqcaaiprwbuscmf.com,ubixmmj1qa5alg1qbus6mf.com,Random_No model,,Random_No model,1,0,0.074328095,No model
2284,jmjauaojgdiddxggz.net,1moa1a36g1i-gxgwa.net,Random_No model,,Random_No model,1,0,0.9754093,No model
2285,eoyfgrscvrdi.net,bomfgrsc4idi.net,Random_No model,,Random_No model,1,0,0.72327805,No model
2286,vofozymufok.eu,10uovkbvjck.eu,Random_No model,,Random_No model,1,0,0.31428272,No model
2287,mfteuoaucdhpnv.me,ibjelollf1-pnx.me,Random_No model,,Random_No model,1,0,0.98771906,No model
2288,efnbanfeocmaddll.org,dfy8znfeosmadbdl.org,Random_No model,,Random_No model,1,0,0.21826708,No model
2289,qbpltpdwdsirhxrto.net,qbpytgdb5s5d3xrqr.net,Random_No model,,Random_No model,1,0,0.16609716,No model
2290,pxocsridsbuv.com,pkdcs0ixj-6v.com,Random_No model,,Random_No model,1,0,0.96080273,No model
2291,pujigygevyqa.com,vu3i6sjea1rz.com,Random_No model,necurs,Random_No model,1,0,0.46451262,No model
2292,ccjuenbcurrnjyabjmoo.biz,ccju3nccuiv2nzabz4ko.biz,Random_No model,necurs,Random_No model,1,0,0.36342362,No model
2293,pduytemsgfelrpqghkvzttk.org,idubtkmsgcefvbqgrkvtmfm.org,Random_No model,,Random_No model,1,0,0.025735034,No model
2294,lyveniduruxijagy.com,iave4idswpxhfagy.com,Random_No model,,Random_No model,1,0,0.24983312,No model
2295,1u0nw9312bz6hesw8d4bqa475h.biz,190nwhx1hbp6ueswsd-eqaxcqh.biz,Random_No model,symmi,Random_No model,1,0,0.8371592,No model
2296,hitgtspnkbzpaubaceyhdhy.com,1hggqypnkbzpxvuaoeyhqhy.com,Random_No model,suppobox,Random_No model,1,0,0.029296938,No model
2297,olsno47bglqtmve6gxg.ddns.net,hlkno47bg2qomve6gxg.ddns.net,Random_No model,fobber,Random_No model,1,0,0.08970154,No model
2298,mqvofglmnbovdqcuywg.ru,7q2qgglmrb4nh6c9swh.ru,Random_No model,,Random_No model,1,0,0.25602633,No model
2299,1qdyzzqvirwpy1ap8n1d1kzto0w.com,1kzizzq7ihwpi18p8n-a1kvtolw.com,Random_No model,,Random_No model,1,0,0.8966546,No model
2300,46k2wy0ikq46.net,86kdqyjiao4m.net,Random_No model,,Random_No model,1,0,0.21917538,No model
2301,oug202sygqcq.net,9ug21q-vgqcs.net,Random_No model,,Random_No model,1,0,0.8402881,No model
2302,odnfcwsd.tj,odnfcwyd.tj,Random_No model,,Random_No model,1,0,0.51105785,No model
2303,iuyowciwwcgmmiko.org,iu-o1uiwwcgcmioo.org,Random_No model,,Random_No model,1,0,0.87583315,No model
2304,mabloedmekanmkef.com,m-8l65n1ekajma2f.com,Random_No model,,Random_No model,1,0,0.9641382,No model
2305,yncebmafvuurdfkfp.cc,pclebo7fjg6ixakkp.cc,Random_No model,,Random_No model,1,0,0.23539776,No model
2306,kjoxkfmradax.com,kj3xkbmnajaj.com,Random_No model,,Random_No model,1,0,0.13850433,No model
2307,wwmkcumaimeqwmiu.org,xrmkfpqaimeewmiu.org,Random_No model,,Random_No model,1,0,0.075983614,No model
2308,dpdhleasdfoajbeoeijsljneqe.com,dxdslgpsdfojp0ioeijh-jpwkp.com,Random_No model,,Random_No model,1,0,0.49943832,No model
2309,lyvigudolomi.com,jyiignd0lxcq.com,Random_No model,,Random_No model,1,0,0.30537146,No model
2310,ggnjuczt.se,ggniuqzd.se,Random_No model,,Random_No model,1,0,0.41637802,No model
2311,wyxmypfjjkbieylse.su,w6xcyx0jr1419ylef.su,Random_No model,,Random_No model,1,0,0.25206763,No model
2312,mountaindifference.net,mog5t76kt33fdww042.net,Random_No model,,Random_No model,1,0,0.44535497,No model
2313,vvcvardbentherocknphi.com,66evyrubbsthmroznnph0.com,Random_No model,,Random_No model,1,0,0.10176231,No model
2314,gmykugkkmgmesooi.org,gk-uugwkcdsnsoox.org,Random_No model,,Random_No model,1,0,0.68553114,No model
2315,nomsbfwfcdumkyyqj.me,n-mulfjnhz6mkby5p.me,Random_No model,,Random_No model,1,0,0.66045135,No model
2316,4ebzz9gc5vvj1kq1imrpme0xi.net,4ee7z9gchvji1fq8dmrpmj0xe.net,Random_No model,,Random_No model,1,0,0.0256407,No model
2317,1s2q6ku1gpvrtoibvdt7p0ghaf.biz,7l246qu1y93rtg1bdht7p0gha1.biz,Random_No model,,Random_No model,1,0,0.7743738,No model
2318,dbfidkwsonvwczmlt.net,dbnidzw3onbp5zml4.net,Random_No model,,Random_No model,1,0,0.30177468,No model
2319,zlkvxebycuhldvcyvcdp.org,zzki0rsw2gh6hz0dzccc.org,Random_No model,,Random_No model,1,0,0.044281844,No model
2320,lyxityxyleku.com,1x1ifdxz7eku.com,Random_No model,,Random_No model,1,0,0.41664296,No model
2321,k8ahcr3hq4s6sxqd3to.ddns.net,khih2k3h1ps68-qc3t4.ddns.net,Random_No model,,Random_No model,1,0,0.90278035,No model
2322,jnvaprkdeil.info,9m9anrhde1l.info,Random_No model,,Random_No model,1,0,0.9785469,No model
2323,beataxdlyvfrdn.info,bpltzx4lmvfj2n.info,Random_No model,,Random_No model,1,0,0.11523849,No model
2324,bydfrr1gkg04k1vxwi861p26kdt.com,bodg6rg3kg4hq1vzwimb1p24kxt.com,Random_No model,,Random_No model,1,0,0.1617706,No model
2325,xuyclgals.org,-uyklp1ps.org,Random_No model,,Random_No model,1,0,0.9925897,No model
2326,puvedyqadulenawe.com,ylvj4yqddgle7aar.com,Random_No model,,Random_No model,1,0,0.19587275,No model
2327,xwtwmjofrcueubpapgir.com,xwt3mjopbc2e5bpa9wia.com,Random_No model,,Random_No model,1,0,0.605018,No model
2328,prepareoclock.net,1narmr1p6lock.net,Random_No model,,Random_No model,1,0,0.49639988,No model
2329,ggultvuniybyyc.com,lsunt6uniivsr9.com,Random_No model,,Random_No model,1,0,0.7056214,No model
2330,kvjchvwxyjzk.com,7vjchv5y99zx.com,Random_No model,,Random_No model,1,0,0.592279,No model
2331,q4uca4es64uo.net,q43ji4e2mjro.net,Random_No model,,Random_No model,1,0,0.3758382,No model
2332,soojksirmwlws.info,somr0si6rwlwd.info,Random_No model,,Random_No model,1,0,0.36533287,No model
2333,wimgwacgusgk.com,wipfw2c6uskk.com,Random_No model,,Random_No model,1,0,0.220949,No model
2334,cioctctsecoaat.ddns.net,cxm5tc8secoajt.ddns.net,Random_No model,,Random_No model,1,0,0.20497046,No model
2335,bbzpjoj.info,-bghjoj.info,Random_No model,,Random_No model,1,0,0.99307394,No model
2336,ymfporpgakqjux.tv,y1p3r3p-or0j1x.tv,Random_No model,,Random_No model,1,0,0.9888024,No model
2337,drzqzfhaybhh.com,dremezzadsh2.com,Random_No model,,Random_No model,1,0,0.8774935,No model
2338,casnhsnurwr.se,cawnhsyqp4j.se,Random_No model,,Random_No model,1,0,0.320457,No model
2339,ccbobmdbbbfanffk.info,dcmobmlbebfpgf5r.info,Random_No model,,Random_No model,1,0,0.23440473,No model
2340,nwleatqbnn.com,0bfsavqbnn.com,Random_No model,,Random_No model,1,0,0.3291815,No model
2341,iagkcpaialudvloyc.tw,iagkvw6rslpdvlqfc.tw,Random_No model,,Random_No model,1,0,0.049682155,No model
2342,bqkiersrrswedwvfh.net,l53im8srrsthdwvfb.net,Random_No model,,Random_No model,1,0,0.22489062,No model
2343,wwcqagqcwisaiays.org,9ucqa-0cwussibys.org,Random_No model,,Random_No model,1,0,0.99262404,No model
2344,mwldebyxdcdltqrmpg.ms,wglpeeyxijhlttemp0.ms,Random_No model,,Random_No model,1,0,0.18770935,No model
2345,prettymethod.net,crettgm6t4ok.net,Random_No model,,Random_No model,1,0,0.6744396,No model
2346,lenafnkbcncfbkbo.eu,lcn9inka-nhibkbz.eu,Random_No model,corebot,Random_No model,1,0,0.9980069,No model
2347,doctorattempt.net,g2ctkreiwekpt.net,Random_No model,,Random_No model,1,0,0.28595182,No model
2348,usyssgcoegsokwmm.org,utykfgcoejf2uwmn.org,Random_No model,,Random_No model,1,0,0.07635267,No model
2349,lfqshnjqqsuwofrsflbrchiged.info,lfbkcn8qqsj7cxrs3lbryhijoc.info,Random_No model,murofet,Random_No model,1,0,0.058075465,No model
2350,wupebfocuyykebiss.cx,wupebfns9syv6biss.cx,Random_No model,,Random_No model,1,0,0.6178664,No model
2351,q0ek6kewiouo.org,n0ek6kewxouo.org,Random_No model,,Random_No model,1,0,0.25124222,No model
2352,o8kjmvkvgt5tmba2kt3pq4k.ddns.net,18kamvrdgt5nh1j0btfp8b6.ddns.net,Random_No model,,Random_No model,1,0,0.10620724,No model
2353,vohllpywmouuhssqokc.mn,voaqlp3wcoubgssqokc.mn,Random_No model,,Random_No model,1,0,0.13173135,No model
2354,efiluktxjb.com,0lzlugfzjn.com,Random_No model,,Random_No model,1,0,0.33560854,No model
2355,kyc6km8ec2sm.org,kyrzkm8ec2sm.org,Random_No model,,Random_No model,1,0,0.12255203,No model
2356,wjcbazickurjxdzzk.net,wjtaauhhquzjd2qzl.net,Random_No model,,Random_No model,1,0,0.028951729,No model
